title,studio,domestic_gross,foreign_gross,year,matched_title,similarity
A War 2016,Magn.,123000.0,,2016,Tea War 2016,91
Fire at Sea 2016,KL,121000.0,,2016,Fire at Sea 2016,100
Hockney 2016,FM,121000.0,,2016,Hockney 2014,92
Three 2016,WGUSA,120000.0,,2016,Three 2016,100
Tale of Tales 2016,IFC,119000.0,,2016,Tale of Tales 2015,94
The Measure of a Man 2016,KL,112000.0,,2016,The Measure of a Man 2011,96
Aferim! 2016,BWP,108000.0,,2016,Aferim! 2015,92
Until Forever (Por Siempre) 2016,CZ,105000.0,,2016,Until Forever 2016,72
Under the Sun (2016) 2016,Icar.,105000.0,,2016,Under the Sun 2016,84
Our Last Tango 2016,Strand,100000.0,,2016,Our Last Tango 2015,95
Rock On 2 2016,Eros,98900.0,,2016,Rock On 2 2016,100
Seondal: The Man Who Sells the River 2016,CJ,97500.0,,2016,Seondal: The Man Who Sells the River 2016,100
So Young 2: Never Gone 2016,CL,96400.0,,2016,So Young 2: Never Gone 2016,100
"New York, New York (2016) 2016",CL,92400.0,,2016,New York New York 2016,85
Fireworks Wednesday 2016,Ghop,90500.0,,2016,The Wednesday 2016,76
No One's Life Is Easy: So I Married an Anti-Fan 2016,CL,89300.0,,2016,"So, I Married an Anti-Fan 2016",71
"My Love, Don't Cross that River 2016",FM,88000.0,,2016,"My Love, Don't Cross That River 2014",97
Author: The JT LeRoy Story 2016,Magn.,86000.0,,2016,Author: The JT LeRoy Story 2016,100
Mountains May Depart 2016,KL,82900.0,,2016,Mountains May Depart 2015,96
Cock and Bull 2016,CL,82800.0,,2016,Cock and Bull 2016,100
A Street Cat Named Bob 2016,Cleopatra,82700.0,,2016,A Street Cat Named Bob 2016,100
Les cowboys 2016,Cohen,80800.0,,2016,Les Cowboys 2015,94
Saala Khadoos 2016,UTV,76900.0,,2016,Saala Khadoos 2016,100
The Monster (2016) 2016,A24,12500.0,62200,2016,The Monster 2016,82
Dancer 2016,IFC,71900.0,,2016,Dancer 2016,100
Sweet 20 2016,CJ,71800.0,,2016,Sweet 20 2015,92
The Dark Horse 2016,BG,67500.0,,2016,The Dark Horse 2014,95
Phantom Detective 2016,CJ,67100.0,,2016,Phantom Detective 2016,100
Ran (2016 re-issue) 2016,Rialto,66100.0,,2016,Ryan's Renaissance 2011,64
Microbe & Gasoline 2016,Scre.,63800.0,,2016,Microbe & Gasoline 2015,96
Time Renegades 2016,CJ,59400.0,,2016,Time Renegades 2016,100
Vanishing Time: A Boy Who Returned 2016,Dreamwest,57800.0,,2016,Vanishing Time: A Boy Who Returned 2016,100
DONGJU: The Portrait of a Poet 2016,CJ,56600.0,,2016,The Portrait Project 2011,70
L'attesa 2016,Osci.,55800.0,,2016,L'attesa 2015,92
The Lovers and the Despot 2016,Magn.,55500.0,,2016,The Lovers & the Despot 2016,93
Clown 2016,W/Dim.,55000.0,,2016,Clown 2014,90
Diary of a Chambermaid 2016,Cohen,54200.0,,2016,Diary of a Chambermaid 2015,96
High Strung (2016) 2016,Pala.,53400.0,,2016,High Strung 2016,82
The Club 2016,MBox,52800.0,,2016,The Club 2015,92
Being 17 2016,Strand,52700.0,,2016,Being 17 2016,100
The Last Man on the Moon 2016,Grav.,52500.0,,2016,The Last Man on the Moon 2014,97
My Annoying Brother 2016,CJ,52000.0,,2016,My Annoying Brother 2016,100
Cemetery of Splendor 2016,Strand,52000.0,,2016,Cemetery of Splendor 2015,96
Disorder 2016,IFC,51900.0,,2016,Disorder 2015,92
Like for Likes 2016,CJ,50800.0,,2016,Like for Likes 2016,100
In the Shadow of Women 2016,Distrib.,50300.0,,2016,In the Shadow of Women 2015,96
In Order of Disappearance 2016,Magn.,50300.0,,2016,Disappearance 2017,71
The Treasure 2016,SDS,50200.0,,2016,The Treasure 2017,94
Fatima 2016,KL,50100.0,,2016,Fatima 2019,91
We Are X 2016,Drft.,45300.0,,2016,We Are X 2016,100
A Melody to Remember 2016,CJ,44300.0,,2016,A Melody to Remember 2016,100
Phantom of the Theatre 2016,WGUSA,44000.0,,2016,Phantom of the Theatre 2016,100
Mastizaade 2016,Eros,43400.0,,2016,Mastizaade 2016,100
Closet Monster 2016,Strand,42200.0,,2016,Closet Monster 2015,95
Troublemakers: The Story of Land Art 2016,FRun,29500.0,9100,2016,Troublemakers: The Story of Land Art 2015,98
Come What May 2016,Cohen,37800.0,,2016,Come What May 2015,94
Until Forever 2016,Linn,35800.0,,2016,Until Forever 2016,100
Summertime (2016) 2016,Strand,35300.0,,2016,Summertime 2011,81
Songs My Brothers Taught Me 2016,KL,34800.0,,2016,Songs My Brothers Taught Me 2015,97
Mr. Right 2016,FCW,34700.0,,2016,Mr. Right 2015,93
Phantom Boy 2016,GK,34400.0,,2016,Phantom Boy 2015,94
Sweet Sixteen (Xia You Qiao Mu) 2016,CL,34300.0,,2016,Sweet Sixteen 2016,67
Eisenstein in Guanajuato 2016,Strand,34300.0,,2016,Eisenstein in Guanajuato 2015,97
Last Cab to Darwin 2016,FRun,34200.0,,2016,Last Cab to Darwin 2015,96
The Map Against the World 2016,CJ,34000.0,,2016,Us Against the World 2010,80
Kaili Blues 2016,Ghop,32200.0,,2016,Kaili Blues 2015,94
Anesthesia 2016,IFC,32200.0,,2016,Anesthesia 2015,93
"Rio, I Love You 2016",Scre.,32000.0,,2016,"Rio, I Love You 2014",95
As I Open My Eyes 2016,KL,31000.0,,2016,As I Open My Eyes 2015,95
The Son of Joseph 2016,KL,30600.0,,2016,The Son of Joseph 2016,100
From Afar 2016,Strand,30200.0,,2016,From Afar 2015,93
For a Few Bullets 2016,CL,30100.0,,2016,For a Few Bullets 2016,100
The Last Princess 2016,CJ,29300.0,,2016,The Last Princess 2016,100
Valley of Love 2016,Strand,28600.0,,2016,Valley of Love 2015,95
Blackway 2016,Electric,27100.0,,2016,Blackway 2015,92
Neon Bull 2016,KL,26700.0,,2016,Neon Bull 2015,93
Papa (Luo shan ji dao dan ji hua) 2016,Jampa,26700.0,,2016,Zao an dong ri hai 2012,59
Standing Tall (La tete haute) 2016,Cohen,26100.0,,2016,Standing in the Dust 2016,68
Chevalier 2016,Strand,25700.0,,2016,Chevalier 2015,93
The New Year's Eve of Old Lee 2016,CL,25400.0,,2016,The New Year's Eve of Old Lee 2016,100
Cosmos 2016,KL,25300.0,,2016,Cosmos 2013,91
A Monster with a Thousand Heads 2016,MBox,24900.0,,2016,A Monster with a Thousand Heads 2015,97
Evolution 2016,IFC,24800.0,,2016,Evolution 2015,93
"Right Now, Wrong Then 2016",Ghop,24500.0,,2016,"Right Now, Wrong Then 2015",96
Lolo 2016,FR,24100.0,,2016,Loulou 2016,90
Sanam Teri Kasam 2016,Eros,22100.0,,2016,Sanam Teri Kasam 2016,100
Term Life 2016,FCW,21300.0,,2016,Term Life 2016,100
The Sea of Trees 2016,A24,20400.0,,2016,The Sea of Trees 2015,95
Wildflower (Secretos del Alma) 2016,CZ,18100.0,,2016,El secreto de las adelfas 2016,68
Colonia 2016,Scre.,15700.0,,2016,Colonia 2015,92
Argentina 2016,FRun,14900.0,,2016,Argentina 2015,93
Remember You 2016,CJ,14800.0,,2016,Remember You 2016,100
Adderall Diaries 2016,A24,13200.0,,2016,The Adderall Diaries 2015,87
Neither Heaven Nor Earth 2016,FM,12800.0,,2016,Neither Heaven Nor Earth 2015,97
The Ones Below 2016,Magn.,12500.0,,2016,The Ones Below 2015,95
"Kiki, Love to Love 2016",Strand,12500.0,,2016,"Kiki, Love to Love 2016",100
Don't Call Me Son 2016,Zeit.,11700.0,,2016,Don't Call Me Son 2016,100
Jeruzalem 2016,EpicPics,11300.0,,2016,Jeruzalem 2015,93
Serial Killer 1 2016,KL,10300.0,,2016,#1 Serial Killer 2013,85
Chronic 2016,MR,9000.0,,2016,Chronic 2015,92
Magnus 2016,FR,8900.0,,2016,Magnus 2016,100
The Last King 2016,Magn.,8900.0,,2016,The Last King 2016,100
Mojave 2016,A24,8300.0,,2016,Mojave 2015,91
The Other Side 2016,FM,8100.0,,2016,The Other Side 2016,100
The President 2016,Crnth,7600.0,,2016,The President 2014,94
They Will Have to Kill Us First 2016,BBC,7500.0,,2016,They Will Have to Kill Us First 2015,97
The Carer 2016,Crnth,6200.0,,2016,The Carer 2016,100
Klown Forever 2016,Drft.,5700.0,,2016,Klown Forever 2015,94
Search Party 2016,FCW,4600.0,,2016,Search Party 2014,94
In Harmony 2016,Distrib.,3100.0,,2016,In Harmony 2015,93
In Her Name (Au nom de ma fille) 2016,Distrib.,1600.0,,2016,In the Name of the Family 2010,66
Next Time I'll Aim for the Heart 2016,Distrib.,800.0,,2016,Next Time I'll Aim for the Heart 2014,97
The Student and Mr. Henri 2016,Distrib.,800.0,,2016,The Student and Mister Henri 2015,89
Down By Love 2016,Distrib.,700.0,,2016,Down by Love 2016,100
News From Planet Mars 2016,KL,300.0,,2016,News from Planet Mars 2016,100
Satanic 2016,Magn.,300.0,,2016,Satanic 2016,100
Star Wars: The Last Jedi 2017,BV,620200000.0,712400000,2017,Star Wars: The Last Jedi 2017,100
Beauty and the Beast (2017) 2017,BV,504000000.0,759500000,2017,Beauty and the Beast 2017,88
The Fate of the Furious 2017,Uni.,226000000.0,"1,010.0",2017,The Fate of the Furious 2017,100
Despicable Me 3 2017,Uni.,264600000.0,770200000,2017,Despicable Me 3 2017,100
Jumanji: Welcome to the Jungle 2017,Sony,404500000.0,557600000,2017,Jumanji: Welcome to the Jungle 2017,100
Spider-Man: Homecoming 2017,Sony,334200000.0,546000000,2017,Spider-Man: Homecoming 2017,100
Wolf Warrior 2 2017,HC,2700000.0,867600000,2017,Wolf Warrior 2 2017,100
Guardians of the Galaxy Vol. 2 2017,BV,389800000.0,473900000,2017,Guardians of the Galaxy Vol. 2 2017,100
Thor: Ragnarok 2017,BV,315100000.0,538900000,2017,Thor: Ragnarok 2017,100
Wonder Woman 2017,WB,412600000.0,409300000,2017,Wonder Woman 2017,100
Coco 2017,BV,209700000.0,597400000,2017,Coco 2017,100
Pirates of the Caribbean: Dead Men Tell No Tales 2017,BV,172600000.0,622300000,2017,Pirates of the Caribbean: Dead Men Tell No Tales 2017,100
It 2017,WB (NL),327500000.0,372900000,2017,It 2017,100
Justice League 2017,WB,229000000.0,428900000,2017,Justice League 2017,100
Logan (2017) 2017,Fox,226300000.0,392700000,2017,Vegan 2017 2017,81
Transformers: The Last Knight 2017,Par.,130199999.0,475300000,2017,Transformers: The Last Knight 2017,100
Kong: Skull Island 2017,WB,168100000.0,398600000,2017,Kong: Skull Island 2017,100
The Boss Baby 2017,Fox,175000000.0,353000000,2017,The Boss Baby 2017,100
Dunkirk 2017,WB,188000000.0,337200000,2017,Dunkirk 2017,100
War for the Planet of the Apes 2017,Fox,146900000.0,343800000,2017,War for the Planet of the Apes 2017,100
The Greatest Showman 2017,Fox,174300000.0,260700000,2017,The Greatest Showman 2017,100
Kingsman: The Golden Circle 2017,Fox,100200000.0,310700000,2017,Kingsman: The Golden Circle 2017,100
The Mummy (2017) 2017,Uni.,80200000.0,329000000,2017,The Mummy 2017,80
Cars 3 2017,BV,152900000.0,231000000,2017,Cars 3 2017,100
Fifty Shades Darker 2017,Uni.,114600000.0,267000000,2017,Fifty Shades Darker 2017,100
Your Name. 2017,FUN,5000000.0,353000000,2017,Your Name. 2016,93
Murder on the Orient Express (2017) 2017,Fox,102800000.0,250000000,2017,Murder on the Orient Express 2017,90
xXx: The Return of Xander Cage 2017,Par.,44900000.0,301200000,2017,xXx: Return of Xander Cage 2017,94
The Great Wall 2017,Uni.,45500000.0,289400000,2017,The Great Wall 2017,100
Resident Evil: The Final Chapter 2017,SGem,26800000.0,285400000,2017,Resident Evil: The Final Chapter 2016,97
The LEGO Batman Movie 2017,WB,175800000.0,136200000,2017,The Lego Batman Movie 2017,100
Annabelle: Creation 2017,WB (NL),102100000.0,204400000,2017,Annabelle: Creation 2017,100
Wonder 2017,LGF,132400000.0,173500000,2017,Wonder 2017,100
Ferdinand 2017,Fox,84400000.0,211700000,2017,Ferdinand 2017,100
Split 2017,Uni.,138300000.0,140200000,2017,Split 2016,90
Blade Runner 2049 2017,WB,92100000.0,167200000,2017,Blade Runner 2049 2017,100
Get Out 2017,Uni.,176000000.0,79400000,2017,Get Out 2017,100
Kung Fu Yoga 2017,WGUSA,363000.0,253800000,2017,Kung Fu Yoga 2017,100
Baahubali 2: The Conclusion 2017,GrtIndia,20200000.0,234000000,2017,Baahubali 2: The Conclusion 2017,100
Journey to the West: The Demons Strike Back 2017,Sony,880000.0,245700000,2017,Journey to the West: The Demons Strike Back 2017,100
Alien: Covenant 2017,Fox,74300000.0,166600000,2017,Alien: Covenant 2017,100
Baby Driver 2017,TriS,107800000.0,119100000,2017,Baby Driver 2017,100
Valerian and the City of a Thousand Planets 2017,STX,41200000.0,184700000,2017,Valerian and the City of a Thousand Planets 2017,100
Geostorm 2017,WB,33700000.0,187900000,2017,Geostorm 2017,100
The Emoji Movie 2017,Sony,86100000.0,131699999,2017,The Emoji Movie 2017,100
A Dog's Purpose 2017,Uni.,64500000.0,140500000,2017,A Dog's Purpose 2017,100
Smurfs: The Lost Village 2017,Sony,45000000.0,152200000,2017,Smurfs: The Lost Village 2017,100
The Shape of Water 2017,FoxS,63900000.0,131400000,2017,The Shape of Water 2017,100
Pitch Perfect 3 2017,Uni.,104900000.0,80500000,2017,Pitch Perfect 3 2017,100
Daddy's Home 2 2017,Par.,104000000.0,76600000,2017,Daddy's Home Two 2017,90
The Post 2017,Fox,81900000.0,97900000,2017,The Post 2017,100
Baywatch 2017,Par.,58100000.0,119800000,2017,Baywatch 2017,100
The Hitman's Bodyguard 2017,LG/S,75500000.0,101100000,2017,The Hitman's Bodyguard 2017,100
John Wick: Chapter Two 2017,LG/S,92000000.0,79500000,2017,John Wick: Chapter 2 2017,92
Ghost in the Shell (2017) 2017,Par.,40600000.0,129199999,2017,Ghost in the Shell 2017,87
"Three Billboards Outside Ebbing, Missouri 2017",FoxS,54500000.0,104700000,2017,"Three Billboards Outside Ebbing, Missouri 2017",100
Duckweed 2017,CL,472000.0,150600000,2017,Duckweed 2017,100
Darkest Hour 2017,Focus,56500000.0,94400000,2017,Darkest Hour 2017,100
King Arthur: Legend of the Sword 2017,WB,39200000.0,109500000,2017,King Arthur: Legend of the Sword 2017,100
The Foreigner 2017,STX,34400000.0,111000000,2017,The Foreigner 2017,100
Power Rangers (2017) 2017,LGF,85400000.0,57000000,2017,Power Rangers 2017,84
Girls Trip 2017,Uni.,115200000.0,25400000,2017,Girls Trip 2017,100
American Made 2017,Uni.,51300000.0,83500000,2017,American Made 2017,100
A Bad Moms Christmas 2017,STX,72100000.0,58400000,2017,A Bad Moms Christmas 2017,100
Captain Underpants: The First Epic Movie 2017,Fox,73900000.0,51600000,2017,Captain Underpants: The First Epic Movie 2017,100
Happy Death Day 2017,Uni.,55700000.0,69800000,2017,Happy Death Day 2017,100
The LEGO Ninjago Movie 2017,WB,59300000.0,63800000,2017,The Lego Ninjago Movie 2017,100
Secret Superstar 2017,,,122000000,2017,Secret Superstar 2017,100
The Dark Tower 2017,Sony,50700000.0,62500000,2017,The Dark Tower 2017,100
Buddies in India 2017,CL,293000.0,109300000,2017,Buddies in India 2017,100
Leap! 2017,Wein.,21900000.0,81400000,2017,Leap! 2016,90
Jigsaw 2017,LGF,38100000.0,64900000,2017,Jigsaw 2017,100
Railroad Tigers 2017,WGUSA,218000.0,102000000,2017,Railroad Tigers 2016,95
Life (2017) 2017,Sony,30200000.0,70300000,2017,Cycle 2017 2017,77
Atomic Blonde 2017,Focus,51700000.0,48300000,2017,Atomic Blonde 2017,100
The Shack 2017,LG/S,57400000.0,39600000,2017,The Shack 2017,100
Some Like It Hot (Qing Shung) 2017,CL,100000.0,95600000,2017,Some Like It Hot 2 2019,74
Tiger Zinda Hai 2017,Yash,5600000.0,81800000,2017,Tiger Zinda Hai 2017,100
Going in Style (2017) 2017,WB (NL),45000000.0,39900000,2017,Going in Style 2017,84
Rings 2017,Par.,27800000.0,55300000,2017,Rings 2017,100
A Taxi Driver 2017,WGUSA,1500000.0,80100000,2017,A Taxi Driver 2017,100
Underworld: Blood Wars 2017,SGem,30400000.0,50700000,2017,Underworld: Blood Wars 2016,96
Lady Bird 2017,A24,49000000.0,30000000,2017,Lady Bird 2017,100
American Assassin 2017,LGF,36200000.0,31000000,2017,American Assassin 2017,100
One Piece Film: Gold 2017,FUN,424000.0,65800000,2017,One Piece Film: Gold 2016,96
Victoria and Abdul 2017,Focus,22200000.0,43200000,2017,Victoria & Abdul 2017,91
The Nut Job 2: Nutty by Nature 2017,ORF,28400000.0,36800000,2017,The Nut Job 2: Nutty by Nature 2017,100
Monster Trucks 2017,Par.,33400000.0,31100000,2017,Monster Trucks 2016,95
The Mountain Between Us 2017,Fox,30300000.0,32500000,2017,The Mountain Between Us 2017,100
The Star 2017,Sony,40900000.0,22000000,2017,The Star 2017,100
How to be a Latin Lover 2017,PNT,32100000.0,29700000,2017,How to Be a Latin Lover 2017,100
"Everything, Everything 2017",WB,34100000.0,27500000,2017,"Everything, Everything 2017",100
Snatched 2017,Fox,45900000.0,15000000,2017,Snatched 2017,100
My Little Pony: The Movie 2017,LGF,21900000.0,38400000,2017,My Little Pony: The Movie 2017,100
Molly's Game 2017,STX,28800000.0,30500000,2017,Molly's Game 2017,100
All the Money in the World 2017,TriS,25100000.0,31900000,2017,All the Money in the World 2017,100
The Big Sick 2017,LGF,42900000.0,13500000,2017,The Big Sick 2017,100
Confidential Assignment 2017,CJ,476000.0,55500000,2017,Confidential Assignment 2017,100
Downsizing 2017,Par.,24400000.0,30600000,2017,Downsizing 2017,100
"I, Tonya 2017",Neon,30000000.0,23900000,2017,"I, Tonya 2017",100
Logan Lucky 2017,BST,27800000.0,20700000,2017,Logan Lucky 2017,100
Tyler Perry's Boo 2! A Madea Halloween 2017,LGF,47300000.0,1000000,2017,Boo 2! A Madea Halloween 2017,81
Phantom Thread 2017,Focus,21200000.0,26600000,2017,Phantom Thread 2017,100
Rough Night 2017,Sony,22100000.0,25200000,2017,Rough Night 2017,100
The Battleship Island 2017,CJ,1100000.0,45000000,2017,The Battleship Island 2017,100
Flatliners (2017) 2017,Sony,16900000.0,28300000,2017,Flatliners 2017,81
All Eyez on Me 2017,LG/S,44900000.0,,2017,All Eyez on Me 2017,100
mother! 2017,Par.,17800000.0,26700000,2017,Mother! 2017,100
47 Meters Down 2017,ENTMP,44300000.0,,2017,47 Meters Down 2017,100
The Snowman 2017,Uni.,6700000.0,36400000,2017,The Snowman 2017,100
Gifted 2017,FoxS,24800000.0,18200000,2017,Gifted 2017,100
Loving Vincent 2017,Good Deed,6700000.0,35500000,2017,Loving Vincent 2017,100
Call Me by Your Name 2017,SPC,18100000.0,23800000,2017,Call Me by Your Name 2017,100
T2: Trainspotting 2017,TriS,2400000.0,39300000,2017,T2 Trainspotting 2017,98
Fist Fight 2017,WB (NL),32200000.0,8900000,2017,Fist Fight 2017,100
Diary of a Wimpy Kid: The Long Haul 2017,Fox,20700000.0,19400000,2017,Diary of a Wimpy Kid: The Long Haul 2017,100
The House 2017,WB (NL),25600000.0,8600000,2017,The House 2017,100
Tad the Lost Explorer and the Secret of King Midas 2017,ParC,5900.0,34200000,2017,The Wolf and the Seven Kids 2017,64
Wind River 2017,Wein.,33800000.0,,2017,Wind River 2017,100
Sleepless 2017,ORF,20800000.0,12100000,2017,Sleepless 2017,100
Kidnap (2017) 2017,Aviron,31000000.0,,2017,Kidnap 2017,76
The Disaster Artist 2017,A24,21100000.0,8700000,2017,The Disaster Artist 2017,100
Hostiles 2017,ENTMP,29800000.0,,2017,Hostiles 2017,100
The Beguiled (2017) 2017,Focus,10700000.0,16700000,2017,The Beguiled 2012,83
Home Again 2017,ORF,27000000.0,,2017,Home Again 2017,100
Judwaa 2 2017,FIP,1400000.0,25500000,2017,Judwaa 2 2017,100
CHiPs 2017,WB,18600000.0,8199999,2017,CHIPS 2017,100
The Bye Bye Man 2017,STX,22400000.0,4300000,2017,The Bye Bye Man 2017,100
A Cure for Wellness 2017,Fox,8100000.0,18500000,2017,A Cure for Wellness 2016,96
The Zookeeper's Wife 2017,Focus,17600000.0,8600000,2017,The Zookeeper's Wife 2017,100
Only The Brave 2017,Sony,18300000.0,7400000,2017,Only the Brave 2017,100
Father Figures 2017,WB,17500000.0,8100000,2017,Father Figures 2017,100
Badrinath Ki Dulhania 2017,FIP,2000000.0,23200000,2017,Badrinath Ki Dulhania 2017,100
Born in China 2017,BV,13900000.0,11200000,2017,Born in China 2016,94
The Founder 2017,Wein.,12800000.0,11300000,2017,The Founder 2012,94
Jolly Llb 2 2017,FIP,1700000.0,21300000,2017,Jolly LLB 2 2017,100
The Glass Castle 2017,LGF,17300000.0,4600000,2017,The Glass Castle 2017,100
Sword Art Online: The Movie - Ordinal Scale 2017,Elev.,1500000.0,19200000,2017,Sword Art Online: The Movie - Ordinal Scale 2017,100
The Circle (2017) 2017,STX,20500000.0,,2017,The Circle 2017,81
It Comes At Night 2017,A24,14000000.0,5300000,2017,It Comes at Night 2017,100
The Lost City of Z 2017,BST,8600000.0,10700000,2017,The Lost City of Z 2016,96
Unforgettable (2017) 2017,WB,11400000.0,6400000,2017,Unforgettable 2010,84
The Case for Christ 2017,PFR,14700000.0,3000000,2017,The Case for Christ 2017,100
Detroit 2017,Annapurna,16800000.0,,2017,Detroit 2017,100
Wonder Wheel 2017,Amazon,1400000.0,14500000,2017,Wonder Wheel 2017,100
Gold 2017,Wein.,7200000.0,7700000,2017,Gold 2017,100
The Space Between Us 2017,STX,7900000.0,6900000,2017,The Space Between Us 2017,100
Wish Upon 2017,BG,14300000.0,,2017,Wish Upon 2017,100
A United Kingdom 2017,FoxS,3900000.0,9900000,2017,A United Kingdom 2016,95
"Roman J. Israel, Esq. 2017",Sony,12000000.0,1100000,2017,"Roman J. Israel, Esq. 2017",100
Mubarakan 2017,Sony,759000.0,12100000,2017,Mubarakan 2017,100
Battle of the Sexes 2017,FoxS,12600000.0,,2017,Battle of the Sexes 2017,100
The Promise (2017) 2017,ORF,8199999.0,4200000,2017,The Promise 2017,82
Before I Fall 2017,ORF,12200000.0,,2017,Before I Fall 2017,100
Earth: One Amazing Day 2017,BBC,81300.0,11600000,2017,Earth: One Amazing Day 2017,100
Thank You for Your Service (2017) 2017,Uni.,9500000.0,,2017,Thank You for Your Service 2017,90
Rock Dog 2017,LG/S,9400000.0,,2017,Rock Dog 2016,92
My Cousin Rachel 2017,FoxS,2700000.0,6500000,2017,My Cousin Rachel 2017,100
Truman 2017,FR,211000.0,8800000,2017,Truman 2015,91
Stronger 2017,RAtt.,4200000.0,4200000,2017,Stronger 2017,100
Tulip Fever 2017,Wein.,2500000.0,5900000,2017,Tulip Fever 2017,100
Viceroy's House 2017,IFC,1100000.0,6700000,2017,Viceroy's House 2017,100
Amityville: The Awakening 2017,W/Dim.,700.0,7700000,2017,Amityville: The Awakening 2017,100
Just Getting Started 2017,BG,6100000.0,1600000,2017,Just Getting Started 2017,100
Beatriz At Dinner 2017,RAtt.,7100000.0,310000,2017,Beatriz at Dinner 2017,100
I am Not Your Negro 2017,Magn.,7100000.0,,2017,I Am Not Your Negro 2016,96
The Red Turtle 2017,SPC,922000.0,5700000,2017,The Red Turtle 2016,95
From the Land of the Moon 2017,IFC,47700.0,6500000,2017,From the Land of the Moon 2016,97
Maudie 2017,SPC,6200000.0,,2017,Maudie 2016,91
All Saints 2017,Affirm,5800000.0,140000,2017,All Saints 2017,100
The Florida Project 2017,A24,5900000.0,,2017,The Florida Project 2017,100
Suburbicon 2017,Par.,5800000.0,,2017,Suburbicon 2017,100
The Man Who Invented Christmas 2017,BST,5700000.0,,2017,The Man Who Invented Christmas 2017,100
Paris Can Wait 2017,SPC,5600000.0,,2017,Paris Can Wait 2016,95
Phillauri 2017,FIP,468000.0,5000000,2017,Phillauri 2017,100
Ok Jaanu 2017,FIP,356000.0,5000000,2017,OK Jaanu 2017,100
An Inconvenient Sequel: Truth to Power 2017,Par.,3500000.0,1900000,2017,An Inconvenient Sequel: Truth to Power 2017,100
Table 19 2017,FoxS,3600000.0,1400000,2017,Table 19 2017,100
Collide 2017,ORF,2300000.0,2500000,2017,Collide 2010,92
The Wall 2017,RAtt.,1800000.0,2700000,2017,The Wall 2017,100
Mark Felt: The Man Who Brought Down the White House 2017,SPC,769000.0,3600000,2017,Mark Felt: The Man Who Brought Down the White House 2017,100
Terminator 2: Judgment Day 3D 2017,Distrib.,1000000.0,2900000,2017,Terminator Genisys 2015,67
Brad's Status 2017,Annapurna,2100000.0,1700000,2017,Brad's Status 2017,100
Friend Request 2017,ENTMP,3800000.0,,2017,Friend Request 2013,95
Their Finest 2017,STX,3600000.0,,2017,Their Finest 2016,94
Wonderstruck 2017,RAtt.,1100000.0,2200000,2017,Wonderstruck 2017,100
The Leisure Seeker 2017,SPC,3200000.0,,2017,The Leisure Seeker 2017,100
Raw (2017) 2017,FCW,515000.0,2600000,2017,Ofw 2017 2017,79
Colossal 2017,Neon,3000000.0,,2017,Colossal 2012,92
A Gentleman 2017,FIP,410000.0,2500000,2017,A Gentleman 2017,100
Inhumans 2017,Imax,1500000.0,1300000,2017,Humans 2017,92
Kedi 2017,Osci.,2800000.0,,2017,Kedi 2010,89
The Only Living Boy in New York 2017,RAtt.,624000.0,1900000,2017,The Only Living Boy in New York 2017,100
Hazlo Como Hombre (Do It Like An Hombre) 2017,PNT,2500000.0,,2017,Do It Like An Hombre 2017,71
Poster Boys 2017,Sony,97000.0,2400000,2017,Poster Boys 2017,100
The Salesman 2017,Cohen,2400000.0,,2017,The Salesman 2011,94
Pokemon the Movie: I Choose You! 2017,Fathom,2400000.0,,2017,Pokémon the Movie: I Choose You! 2017,97
Jeepers Creepers 3 2017,Scre.,2300000.0,,2017,Jeepers Creepers III 2017,92
Un Padre No Tan Padre 2017,PNT,2200000.0,,2017,Un Padre No Tan Padre 2016,96
Good Time 2017,A24,2000000.0,,2017,Good Time 2017,100
Everybody Loves Somebody 2017,PNT,1900000.0,,2017,Everybody Loves Somebody 2017,100
Along with the Gods: The Two Worlds 2017,WGUSA,1900000.0,,2017,Along with the Gods: The Two Worlds 2017,100
Youth (2017) 2017,CL,1900000.0,,2017,Youth of 2015 2015,80
Last Flag Flying 2017,LGF,965000.0,904000,2017,Last Flag Flying 2017,100
A Quiet Passion 2017,MBox,1900000.0,,2017,A Quiet Passion 2016,95
Free Fire 2017,A24,1800000.0,,2017,Free Fire 2016,93
The Last Word 2017,BST,1800000.0,,2017,The Last Word 2017,100
Human Flow 2017,Magn.,528000.0,1300000,2017,Human Flow 2017,100
Jane (2017) 2017,Abr.,1700000.0,,2017,"Martin, 2017 2017",79
A Ghost Story 2017,A24,1600000.0,,2017,A Ghost Story 2017,100
The Square 2017,Magn.,1500000.0,,2017,The Square 2017,100
Patti Cake$ 2017,FoxS,800000.0,682000,2017,Patti Cake$ 2017,100
The Wedding Plan 2017,RAtt.,1400000.0,,2017,The Wedding Plan 2016,95
Personal Shopper 2017,IFC,1300000.0,,2017,Personal Shopper 2016,95
Churchill 2017,Cohen,1300000.0,,2017,Churchill 2017,100
The Sense of an Ending 2017,CBS,1300000.0,,2017,The Sense of an Ending 2017,100
3 Idiotas 2017,PNT,1200000.0,,2017,3 idiotas 2017,100
6 Below: Miracle on the Mountain 2017,MOM,14800.0,1100000,2017,6 Below: Miracle on the Mountain 2017,100
Lady Macbeth 2017,RAtt.,1100000.0,,2017,Lady Macbeth 2016,94
Film Stars Don't Die in Liverpool 2017,SPC,1000000.0,,2017,Film Stars Don't Die in Liverpool 2017,100
